cell_id,x,y,x_self_polarity,y_self_polarity,a,s,rac,f,f_x,f_y,fpp,f_coef,p_frac
1,137.275,91.1,0.9839013994832337,-0.1787121598966733,1.0,3.9036934200274755,49.03693458749396,103.96898766429652,-102.29523246575641,18.580522347757015,20,0.6931265844286435,0.008
2,140.05263157894737,88.02631578947368,0.4370344993941971,-0.8994447433496198,1.0,3.948349001895135,49.483490018978564,105.11774190630098,-45.94007971146866,94.54760039040445,20,0.7007849460420065,0.008
3,120.75,99.16666666666667,-0.2790296075015317,-0.9602824991311365,1.0,3.8040246404985636,48.0402464050855,101.30760711307597,28.26782184968097,97.2839221395399,20,0.6753840474205065,0.008
4,138.08695652173913,78.69565217391305,0.0007441678524673352,-0.9999997231070653,1.0,4.112940206522748,51.129402065177175,109.12338400851029,-0.08120611433158145,109.12335379301625,20,0.7274892267234019,0.008
5,150.09302325581396,92.5813953488372,0.7866414908008564,0.6174100460395878,1.0,3.81132645202475,48.11326315783429,101.50717724714485,-79.8497572366808,-62.6715509775083,20,0.6767145149809657,0.008
6,146.46666666666667,87.6,0.9844229519327602,0.17581652854038046,1.0,3.962755024100424,49.62755024100739,105.4826253216631,-103.8395173967689,-18.54558900538044,20,0.7032175021444206,0.008
7,150.83333333333334,98.0625,0.9997443783940207,0.02260924301149458,1.0,3.8045902905985813,48.045902906004606,101.32309360669981,-101.29719323478929,-2.290838446030289,20,0.6754872907113321,0.008
8,83.51219512195122,80.04878048780488,-0.7521237300388033,-0.6590219227859704,1.0,4.106511558783992,51.06511558785206,108.97356043932642,81.96160075323516,71.81596533355805,20,0.7264904029288428,0.008
9,93.02325581395348,77.0,-0.9926803227914383,-0.12077158913703955,1.0,4.064266516721379,50.64266516720879,107.97574926871336,107.18540163771378,13.040402827445048,20,0.719838328458089,0.008
10,105.29787234042553,91.91489361702128,0.527286494591043,-0.8496875617672004,1.0,4.020412789919588,50.204127899185664,106.91536776229582,-56.37502948529317,90.84465814938868,20,0.7127691184153054,0.008
11,102.75,79.53125,0.2798350045678484,-0.9600481082833882,1.0,4.097207965478549,50.97207981435567,108.75579375856702,-30.43367804320858,104.41079406277058,20,0.7250386250571135,0.008
12,127.37735849056604,98.0377358490566,0.3964243215266242,-0.9180674034634688,1.0,3.7172512460265645,47.17251246038303,98.87988000711887,-39.19838934445611,90.77839469291499,20,0.6591992000474591,0.008
13,142.79166666666666,95.97916666666667,0.7405438092966209,-0.6720080851540775,1.0,3.5163207300536836,45.16320729954629,92.8608711757028,-68.76754327505773,62.40325622452351,20,0.6190724745046853,0.008
14,157.98,93.0,0.9974508419548184,0.0713569750173317,1.0,4.051933701044908,50.51933701042837,107.6800851112601,-107.40559155599288,-7.6837251431483375,20,0.7178672340750674,0.008
15,145.175,108.85,-0.9762725830716157,0.21654524594798952,1.0,3.040555818670112,40.405558185651536,76.51297974934069,74.69752437839506,-16.56852201803452,20,0.5100865316622712,0.008
16,147.45238095238096,103.16666666666667,-0.9796950102121605,-0.2004936082906256,1.0,3.527512228007399,45.27512228048915,93.21064380891445,91.3180026382565,18.68813830834152,20,0.6214042920594297,0.008
17,166.83333333333334,109.91666666666667,0.8047351080544825,-0.5936340673045478,1.0,4.098171418507344,50.9817141850718,108.77839644939353,-87.53779462069603,64.57456191912006,20,0.7251893096626235,0.008
18,87.8936170212766,77.59574468085107,-0.9524656298324324,-0.30464606347023043,1.0,4.074689512973875,50.746895241034,108.22408428534557,103.07972060187993,32.97004125020096,20,0.7214938952356371,0.008
19,99.31372549019608,83.01960784313725,0.3408446727093687,-0.9401196248806017,1.0,4.022529833217812,50.225298203922236,106.96713696579407,-36.459178789764294,100.56190467883427,20,0.7131142464386271,0.008
20,110.61904761904762,99.21428571428571,-0.7232183729056944,0.6906194213107825,1.0,3.793724147777583,47.93724147779004,101.02483115982426,73.06301401448059,-69.76971043361733,20,0.6734988743988284,0.008
21,120.07142857142857,103.80952380952381,0.997758997210934,-0.06691026441908211,1.0,3.231594951986572,42.31594951951038,83.40721108257567,-83.2202952899114,5.580798547993334,20,0.5560480738838378,0.008
22,131.93617021276594,100.95744680851064,0.17848351021655146,0.9839429031101236,1.0,3.3182448063973404,43.182446999929276,86.39429794993254,-15.419957560798574,-85.00705633701762,20,0.5759619863328835,0.008
23,135.61363636363637,98.47727272727273,-0.16910924174126304,-0.9855973134894874,1.0,3.4748261748656635,44.7482617486506,91.54925090830142,15.48182440308349,90.23069574719689,20,0.6103283393886761,0.008
24,140.73333333333332,102.42222222222222,-0.5415040882125426,-0.8406981161208242,1.0,3.093314752908124,40.93314752907828,78.45665941665816,42.48460182161947,65.95836576871764,20,0.5230443961110544,0.008
25,159.94871794871796,111.8974358974359,0.7709855009655696,0.6368526967053445,1.0,3.9576845207049125,49.57684520711304,105.35451331854483,-81.22680222988207,-67.0953059169944,20,0.7023634221236322,0.008
26,185.2,100.5111111111111,0.9978948474952767,-0.0648527049734909,1.0,4.114824219047149,51.14824250176915,109.16719227711927,-108.93737868886348,7.07978771353237,20,0.7277812818474618,0.008
27,174.26190476190476,108.73809523809524,0.6613255894037023,0.7500989700031895,1.0,4.101096681592644,51.010966815968615,108.84695121777612,-71.98327416889182,-81.64598599644128,20,0.7256463414518408,0.008
28,155.73333333333332,86.95555555555555,0.9661481530322797,0.257987880320597,1.0,4.055072953019224,50.55072953051648,107.75553303238297,-104.10780921824562,-27.799621559840553,20,0.7183702202158865,0.008
29,91.72916666666667,84.70833333333333,0.6687554822399627,-0.7434824173939789,1.0,4.027825488464526,50.27825488459621,107.09637731084591,-71.62128945466776,79.6242734972054,20,0.7139758487389727,0.008
30,101.1086956521739,94.1086956521739,-0.07987902581350931,-0.9968045652158123,1.0,3.9778100442484243,49.77810044251404,105.86098644172455,8.456072468622073,105.52271456336024,20,0.705739909611497,0.008
31,103.71428571428571,101.66071428571429,-0.6838146594614483,-0.7296557486278193,1.0,3.885503626295238,48.85503626284058,103.49335050806012,70.77027023419343,75.51451814295991,20,0.6899556700537341,0.008
32,112.63265306122449,105.93877551020408,0.6116310863703546,-0.7911431060089066,1.0,3.1841130687029375,41.84113068705479,81.73189178753569,-49.98976576511471,64.66162272877483,20,0.5448792785835712,0.008
33,120.0,109.28571428571429,0.8732164545967894,-0.4873325593692803,1.0,2.66692052977789,36.669205291208456,62.08854597089284,-54.21673998377282,30.257770015512424,20,0.41392363980595226,0.008
34,127.21739130434783,107.6086956521739,0.9597450950837075,0.28087248434612677,1.0,2.693936520068613,36.93936519517921,63.15961601371923,-60.61713167653742,-17.739798260120732,20,0.4210641067581282,0.008
35,133.88372093023256,108.46511627906976,0.6055077539791387,-0.7958394058295548,1.0,2.5552468910417283,35.552468913210745,57.639922217953426,-34.901419841725236,45.87212144999781,20,0.3842661481196895,0.008
36,139.21052631578948,110.23684210526316,-0.9291290584543171,-0.36975558513130535,1.0,2.489872493952177,34.898725299328994,55.0288140551866,51.12887019095322,20.34721134005732,20,0.36685876036791065,0.008
37,148.775,112.925,0.4722713226676208,-0.8814532306287022,1.0,3.013708278659812,40.137082725998795,75.51317336146373,-35.66270626224782,66.56133061448746,20,0.5034211557430915,0.008
