cell_id,x,y,x_self_polarity,y_self_polarity,a,s,rac,f,f_x,f_y,fpp,f_coef,p_frac
1,126.76086956521739,97.06521739130434,0.42488393900555504,-0.9052478325713483,1.0,3.6512170757061386,46.51217075682198,96.96295078533298,-41.198000467274056,87.775501038145,20,0.6464196719022198,0.008
2,132.49122807017545,97.96491228070175,0.8623232143455151,0.5063582466997242,1.0,3.209081872688239,42.090818726853165,82.6161839267492,-71.24185328067465,-41.83338604217066,20,0.5507745595116613,0.008
3,111.7872340425532,97.97872340425532,0.9884964536467002,-0.15124404493366625,1.0,3.867446779167689,48.67446779267854,103.01675682784409,-101.83169879050838,15.580670998591021,20,0.686778378852294,0.008
4,130.91666666666666,90.41666666666667,0.8745013254325708,0.4850231250328967,1.0,3.8742504597215963,48.74250459717558,103.1968531442693,-90.24578485513386,-50.052860205594406,20,0.6879790209617953,0.008
5,137.94230769230768,92.84615384615384,0.9539116892808858,-0.3000874690041003,1.0,3.604983875987147,46.04983865274431,95.58510979952743,-91.17975355896615,28.683893674219213,20,0.6372340653301829,0.008
6,136.43589743589743,85.02564102564102,0.8726709040893259,0.48830880921392184,1.0,4.0318828414330925,50.31882841252791,107.19514724440988,-93.54608605976759,-52.3443347044288,20,0.7146343149627326,0.008
7,143.02083333333334,97.29166666666667,0.597393966863766,0.8019479087539125,1.0,3.5277089296399233,45.27710806972299,93.21683473943375,-55.68717468347444,-74.75504567994795,20,0.6214455649295584,0.008
8,88.47619047619048,88.9047619047619,-0.9855616440562357,0.16931699786249985,1.0,4.1037605313247445,51.0376052620102,108.9092836710413,107.3368126678184,-18.440192950536087,20,0.7260618911402753,0.008
9,101.14285714285714,87.47619047619048,0.13471923766896443,-0.9908838110504647,1.0,4.088939237467353,50.88939237468588,108.5613126611579,-14.625297282053289,107.5716472223292,20,0.7237420844077194,0.008
10,102.95918367346938,104.18367346938776,0.6222388075729538,-0.7828274818567553,1.0,3.4101934348235443,44.10193434823808,89.46034178625439,-55.66569639814782,70.03201408657819,20,0.5964022785750293,0.008
11,102.95833333333333,96.5,0.2364363161301841,-0.9716469875498959,1.0,3.8388152014142443,48.38815195766355,102.25196641324996,-24.176078255816133,99.35281513648745,20,0.6816797760883331,0.008
12,118.08333333333333,103.13888888888889,0.6734464310542506,-0.7392360275989615,1.0,3.4533184987231604,44.533184987227045,90.8603010156936,-61.18954544353375,67.16720798928722,20,0.6057353401046239,0.008
13,138.46666666666667,102.04444444444445,0.9953075210526605,0.09676227847672811,1.0,2.9003854311721438,39.00385431173612,71.22035692540422,-70.88615689990975,-6.891444010027934,20,0.4748023795026948,0.008
14,142.95744680851064,88.53191489361703,0.43831869449121147,0.8988196270996311,1.0,4.016311591889713,50.16311591891806,106.81491039275495,-46.81897207554809,-96.00733792789653,20,0.7120994026183664,0.008
15,143.59574468085106,104.76595744680851,0.36081179064606295,0.9326386501377592,1.0,2.8879511036230983,38.87951103617656,70.74277355356544,-25.524826801130892,-65.97744483399845,20,0.4716184903571029,0.008
16,149.5686274509804,96.90196078431373,0.976863078942361,-0.2138656704551956,1.0,3.949945457791472,49.4994545779447,105.158314563446,-102.72527494083718,22.48975344804974,20,0.7010554304229734,0.008
17,158.8695652173913,107.3695652173913,-0.3169016036629558,0.9484584195397534,1.0,3.537206064487149,45.37206065037694,93.51223542089693,29.634177366990095,-88.69246701493324,20,0.6234149028059796,0.008
18,94.28571428571429,89.97619047619048,0.2654021472507629,-0.9641378014758494,1.0,4.04509365530448,50.45093655310612,107.5152474431295,-28.534777533603663,103.65951429495081,20,0.71676831628753,0.008
19,97.15094339622641,96.0377358490566,0.11969788380649861,-0.992810362865057,1.0,3.868940693729484,48.68940727920903,103.05635615455586,-12.335627744509164,102.31541834935514,20,0.6870423743637057,0.008
20,109.61702127659575,102.76595744680851,0.8625231315622764,-0.506017635582006,1.0,3.3211922066559167,43.21192223112161,86.49426603096403,-74.60330519920772,43.76762398838943,20,0.5766284402064269,0.008
21,117.51162790697674,107.16279069767442,0.9971211151305098,-0.07582533719600987,1.0,2.774733836321349,37.74733836315385,66.34406933091957,-66.15307239354237,5.030561427972433,20,0.44229379553946374,0.008
22,125.54,104.36,0.18558774722269814,-0.9826276955596173,1.0,2.948842338041493,39.488423259950224,73.06964034735012,-13.560829942437477,71.80025230988667,20,0.4871309356490008,0.008
23,132.58490566037736,106.90566037735849,-0.5461473631740047,0.8376891175717169,1.0,2.449489968957379,34.49489968958222,53.41706158584741,29.17358733361398,-44.74689118312257,20,0.35611374390564937,0.008
24,140.44230769230768,110.17307692307692,-0.9922045409027218,-0.12462001850432836,1.0,2.365129633380888,33.651296333837806,50.06120809744762,49.67095799736364,6.238628679452955,20,0.3337413873163175,0.008
25,150.6078431372549,105.68627450980392,-0.41971132242303844,0.9076576479212326,1.0,3.2868958091972638,42.86895804355894,85.3243127007494,35.811580118468385,-77.44526497645796,20,0.5688287513383293,0.008
