cell_id,x,y,x_self_polarity,y_self_polarity,a,s,rac,f,f_x,f_y,fpp,f_coef,p_frac
1,112.5,110.3157894736842,-0.09313271497233437,0.9956537035545451,1.0,3.57027219546632,45.702721954659445,189.06270589441164,17.60792309996252,-188.24098332781466,400,0.6302090196480388,0.16000000000000003
2,118.16981132075472,107.05660377358491,0.19803701739188573,0.9801945417836838,1.0,3.344443433398441,43.44443434857479,174.55797228652625,-34.568940193599104,-171.10077166008057,400,0.5818599076217542,0.16000000000000003
3,123.425,102.975,-0.9775186608273592,0.21084892158672888,1.0,3.7379521529773045,47.37952152970351,198.9368979360973,194.46453005964287,-41.94563039363526,400,0.6631229931203243,0.16000000000000003
4,132.90196078431373,103.94117647058823,-0.9981541220320268,0.060731776447538514,1.0,3.627556595320661,46.275565952553755,192.52298496158286,192.16761102531385,-11.69226288369967,400,0.6417432832052762,0.16000000000000003
5,143.58928571428572,105.42857142857143,-0.0602509070941704,0.9981832638320128,1.0,3.538567157873468,45.385671579214296,187.1089581219885,11.27348445229495,-186.7690305104139,400,0.623696527073295,0.16000000000000003
6,152.56410256410257,110.97435897435898,0.1899594821499437,0.9817919306764165,1.0,3.486231025573685,44.86231025625529,183.82412785984357,-34.919136134920926,-180.47704539642424,400,0.6127470928661453,0.16000000000000003
7,161.08333333333334,116.29166666666667,-0.25964082814042894,0.9657052554286697,1.0,3.58163343656648,45.81633436571357,189.75613462364862,49.26843993841085,-183.24849645588762,400,0.6325204487454954,0.16000000000000003
8,101.41025641025641,122.07692307692308,-0.22473074177689809,0.9744209017156833,1.0,3.601116223206214,46.01116223199289,190.93703101637198,42.90942061298787,-186.05303393388857,400,0.6364567700545732,0.16000000000000003
9,109.57894736842105,117.89473684210526,-0.05237806970040711,0.9986273267913607,1.0,3.194894300844748,41.948942970033066,164.22922090106647,8.602009579199615,-164.00378784945985,400,0.5474307363368882,0.16000000000000003
10,117.81818181818181,115.68181818181819,-0.13839309224209448,0.9903773785884202,1.0,2.4144523462173666,34.14452346180633,104.04177534970427,14.398663013002894,-103.04062073452543,400,0.34680591783234754,0.16000000000000003
11,121.13793103448276,109.89655172413794,-0.4724896582632241,0.8813362144121287,1.0,2.843027756116123,38.43027756212662,138.01545125193576,65.2108733970718,-121.63801533676275,400,0.46005150417311924,0.16000000000000003
12,128.53703703703704,109.20370370370371,-0.9170386920315923,0.3987982413664665,1.0,2.7570129375949604,37.570129375182894,131.29679592310993,120.40424200126762,-52.36093131118809,400,0.4376559864103664,0.16000000000000003
13,137.15555555555557,109.75555555555556,-0.9773284203378289,-0.21172897487109368,1.0,2.6566573686142694,36.56657307080119,123.36196933137259,120.56515861639406,26.119303304610817,400,0.41120656443790865,0.16000000000000003
14,145.8846153846154,112.26923076923077,-0.07427249689535133,0.9972379837355424,1.0,2.628850913784534,36.2885091384927,121.15034350377668,8.998138511755,-120.81572428457463,400,0.4038344783459223,0.16000000000000003
15,154.8909090909091,118.6,-0.22325946284284023,0.9747590534337839,1.0,2.69875301380955,36.987530232109954,126.70055868314576,28.287098673486877,-123.50251665151475,400,0.4223351956104859,0.16000000000000003
16,162.66666666666666,122.5,0.28417642259750947,0.9587720067042435,1.0,3.0723261141268017,40.723261145321025,155.37369994348464,-44.15354221567832,-148.96795408387777,400,0.5179123331449488,0.16000000000000003
17,168.825,123.15,-0.30137145128743964,0.9535068160998653,1.0,3.7776038714897386,47.7760387103269,201.1587327929089,60.62349924094123,-191.80622283605013,400,0.6705291093096963,0.16000000000000003
18,98.42857142857143,130.0204081632653,0.14382858299477194,0.9896026165657184,1.0,3.3512068983834964,43.512068983941425,175.0119098276063,-25.171714997713416,-173.19224389556277,400,0.5833730327586877,0.16000000000000003
19,102.57575757575758,126.81818181818181,0.24073404591315736,0.9705911184109826,1.0,2.973558351512377,39.735583515163015,148.0104093915016,-35.63114469007897,-143.65758878776495,400,0.4933680313050054,0.16000000000000003
20,111.425,122.1,0.35775397746400833,0.9338158767169693,1.0,2.4383676309333437,34.38367631036226,105.9471532137759,-37.903015463217024,-98.93513376398921,400,0.353157177379253,0.16000000000000003
21,119.13793103448276,116.65517241379311,0.14698286823294612,0.9891390379749534,1.0,2.284876238681505,32.84876258572614,93.78840844595979,-13.78528928039024,-92.76977610343866,400,0.3126280281531993,0.16000000000000003
22,128.0185185185185,115.62962962962963,0.022061817643035136,0.9997566084814271,1.0,2.102223583508035,31.02223583645979,79.7011577260446,-1.7583524076907768,-79.68175914023364,400,0.265670525753482,0.16000000000000003
23,137.4102564102564,115.61538461538461,-0.26168530574614357,0.9651532524716203,1.0,2.1814019108927427,31.8140195153042,85.7388478455644,22.436596612788602,-82.75112786131585,400,0.28579615948521464,0.16000000000000003
24,139.92156862745097,115.74509803921569,-0.8566579933105106,0.5158847569924984,1.0,2.1313002918586936,31.31300291859864,81.90420522220056,70.16389208934258,-42.25313100771865,400,0.2730140174073352,0.16000000000000003
25,148.3695652173913,120.28260869565217,-0.5293748111536978,0.8483880652837986,1.0,2.1856106536926982,31.856106536856792,86.06303332997054,45.55960201636755,-73.01485033926878,400,0.28687677776656845,0.16000000000000003
26,156.8,125.64444444444445,-0.02030992919741464,0.9997937321147777,1.0,2.4869674781280726,34.869674781252904,109.82561479444868,2.2305504605377866,-109.80296129714179,400,0.36608538264816226,0.16000000000000003
27,165.51063829787233,129.74468085106383,-0.8199613904372914,0.5724188310949805,1.0,3.133732744777082,41.33732750263025,159.85173303587592,131.07224928390752,-91.50214217290298,400,0.5328391101195864,0.16000000000000003
28,170.04761904761904,132.47619047619048,-0.38711364068065746,0.9220320109404917,1.0,3.6724541518607197,46.72454125093675,195.17200103438233,75.55374387934879,-179.95483259301128,400,0.6505733367812745,0.16000000000000003
29,93.91489361702128,138.17021276595744,0.05488745169733687,0.9984925476167424,1.0,3.6483303623838994,46.48330362263481,193.7555628076655,-10.634749094696062,-193.46348552274168,400,0.6458518760255517,0.16000000000000003
30,101.46666666666667,136.48888888888888,0.16270727775127897,0.9866743848741428,1.0,2.7648268782198486,37.648268782234496,131.91072040534954,-21.46283422336451,-130.1529289142533,400,0.4397024013511651,0.16000000000000003
31,107.26666666666667,130.53333333333333,-0.04041351656018947,0.9991830401279033,1.0,2.33976267002469,33.39762670025443,98.11364739500085,3.9651175137784573,-98.03349248217408,400,0.3270454913166695,0.16000000000000003
32,110.1842105263158,126.21052631578948,-0.00926236822595803,0.999957103347362,1.0,2.283775444379182,32.83775444384969,93.70199932020816,0.867902421212237,-93.69797981809184,400,0.3123399977340272,0.16000000000000003
33,118.11904761904762,124.83333333333333,0.118355944886699,0.9929712333748529,1.0,1.917719683438507,29.177196834379522,66.19059348016731,-7.83405023395658,-65.72535524581524,400,0.22063531160055772,0.16000000000000003
34,124.27659574468085,120.82978723404256,-0.22595021443722704,0.9741388507783535,1.0,1.8842292539414132,28.842292541027426,63.839144450574615,14.424468378096448,-62.18819080975606,400,0.21279714816858206,0.16000000000000003
35,137.80434782608697,123.76086956521739,-0.5808871991568365,0.8139840673230193,1.0,1.7974339722904433,27.974339722892324,57.912442515554055,33.64059652919149,-47.13980550742124,400,0.19304147505184685,0.16000000000000003
36,143.88095238095238,122.19047619047619,-0.9197931348606593,0.3924036048040349,1.0,1.9642551872968042,29.64255197643271,69.51334409559499,63.937896680335015,-27.27728680509475,400,0.23171114698531664,0.16000000000000003
37,151.94594594594594,127.64864864864865,-0.6019083659961666,0.7985651626159412,1.0,2.1901455410323774,31.901455408020706,86.41268200407923,52.01251622642168,-69.00615745666715,400,0.2880422733469308,0.16000000000000003
38,160.38297872340425,131.61702127659575,-0.049540064244217884,0.998772137193804,1.0,2.672560776974894,36.72560778429074,124.62475082600018,6.173918162339695,-124.47172872972949,400,0.41541583608666727,0.16000000000000003
