cell_id,x,y,x_self_polarity,y_self_polarity,a,s,rac,f,f_x,f_y,fpp,f_coef,p_frac
1,109.90196078431373,110.76470588235294,-0.977318031718322,0.2117769224401588,1.0,3.9489065821115377,49.4890663239544,210.26383504006927,205.49463740290645,-44.5290278852511,400,0.7008794501335642,0.16000000000000003
2,118.56818181818181,109.18181818181819,0.15390974828579648,0.9880849100065251,1.0,3.2141516161054478,42.141521563354054,165.58971957971752,-25.48587205922995,-163.6167031689309,400,0.5519657319323917,0.16000000000000003
3,123.87755102040816,104.44897959183673,-0.027512492956549464,0.9996214597192858,1.0,3.627321960809452,46.27321967583687,192.50899592180332,5.2964023943710234,-192.43612351244707,400,0.6416966530726778,0.16000000000000003
4,132.79591836734693,104.79591836734694,0.43368946843243034,0.9010623979341253,1.0,3.609856629671636,46.09856607071817,191.46342342973983,-83.0356703314972,-172.52049143227816,400,0.6382114114324661,0.16000000000000003
5,142.56521739130434,107.15217391304348,-0.722505034553096,0.6913656594345928,1.0,3.486422055817925,44.86422066835052,183.83625295145518,132.8226182908028,-127.09807224976743,400,0.612787509838184,0.16000000000000003
6,151.73809523809524,112.88095238095238,-0.4501482128662122,0.8929538546046797,1.0,3.4545906681232226,44.54590655311668,181.80244743449447,81.83804680734117,-162.3411962131965,400,0.6060081581149815,0.16000000000000003
7,160.31914893617022,118.27659574468085,-0.24423152946459897,0.9697169484006056,1.0,3.5311995068797293,45.31199506956834,186.65102343467956,45.586064929584495,-180.9986608609274,400,0.6221700781155985,0.16000000000000003
8,102.05555555555556,124.38888888888889,0.5243355366260158,0.8515117409825351,1.0,3.5080451443200333,45.08045144214555,185.2022790728834,-97.10813638204147,-157.70191508728428,400,0.6173409302429447,0.16000000000000003
9,108.58695652173913,119.52173913043478,-0.5246820448485892,0.8512982742925672,1.0,3.376100283983408,43.76100194749017,176.67250602802213,92.69689173130735,-150.40099949659842,400,0.5889083534267404,0.16000000000000003
10,115.4,115.61818181818182,-0.9996457674406497,-0.0266146508148172,1.0,2.8511069636884385,38.51106963781299,138.64166469025253,138.5925532985367,3.6898994941160423,400,0.4621388823008417,0.16000000000000003
11,120.62962962962963,111.77777777777777,-0.23279960505726913,0.9725247266189069,1.0,2.7547405051883014,37.547405056600404,131.1181348183202,30.52425000155071,-127.51562821896782,400,0.43706044939440064,0.16000000000000003
